"sentiment","content"
"happiness","@Coodieranks Thats nice. My cousin just left my house. He has daughter's their all daddy's girls. So sweet"
"happiness","@coollike http://twitpic.com/4jg09 - haha she looks a little like u charlie lol"
"happiness","@cosmicgirlie good luck!! How exciting"
"happiness","@cottonandcloud Moooorning! Fancy a coffee?"
"happiness","@courrtneyyy Thank you so much  Me neitherrrr!"
"happiness","@courseofhistory Vancouver, so classy.  #canucks"
"happiness","@CourvidLove4Eva  FC is back dear."
"happiness","@cowpunkmom Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?"
"happiness","@crazy_people sure is"
"happiness","@crazyfirebolt HAHA I LOVE THE WAY U PUT IT &quot;He lifts our feet off the ground spins us around and makes us crazier&quot;"
"happiness","@crazytwism haha.. good for you"
"happiness","@cresh182 have fun ! bbq is good ! no matter where it is"
"happiness","@Crimsonmuse i just saw this! im freakin' starving right now! i'm thinking peanut butter fudge ice cream...&amp; now steak, of course!"
"happiness","@CrystalJanee greaaat, do minee now pleaseeeeee"
"happiness","@CrysWinchester HAHAAH! Crys, you blowing the fuses is a typical move"
"happiness","@crzyqbn That's awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly."
"happiness","@cschug We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party"
"happiness","@cubedweller What are we doin!!?? Tell me! tell me!"
"happiness","@CursedJezzy Thanks for the mascara input. It's appreciated."
"happiness","@Custardcuppcake how is Aussie...im hopin to be there in Sydney in less than a week just got my VISA on thursday whoot whoot"
"happiness","@cwong5 same to you bud. Kudos on your hardcore gym training, it's a great lifechanging experience, keep it up!!!"
"happiness","@CyberSleeper Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride"
"happiness","@Cyberwest thanks for that twitpic, sure made me laugh"
"happiness","@czarinas78 Ah  So you've seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)"
"happiness","@daftlikejack it seems totally awesome to me! you know, two real reasons for celebrating."
"happiness","@Danacea Happy Star Wars Day!!!"
"happiness","@dandineen I am UCE, I did my PGCE there   went to Leicester for my main degree though ..."
"happiness","@daniamiwa Were you at the parade yesterday at Powderhorn? Guessing Ava and Bella were similarly mesmerized by the whimsical fairyness"
"happiness","@DanielleAdalis the ending is te funniest, you'll see. ;) @JonasBrothers you know paranoif is always stuck in my head?? Love it."
"happiness","@DanielleBean peace &amp; quiet.  Enjoy it while it lasts!"
"happiness","@danielradcliffe Sunday and Mother's day!"
"happiness","@danijelabaron good morning from Lincolnshire. I could use some exercise also"
"happiness","@danni_30439 I really wish I could go!"
"happiness","@dannisaywhat LOL kk i've sent u a friend request"
"happiness","@dannnnnniiiie lol brandy and mr whiskers is on"
"happiness","@Danny30011980 @Gavinmusic great pic,have to upload my pix tomo,I've no laptop tonight."
"happiness","@Dannyvan I googled &quot;engagement rings&quot; &amp; this is the EXACT ring i want.it was the 1st result too  *sigh* love it.http://twurl.nl/jaq5j4"
"happiness","@dannywood glad u could check in with us today. keep in touch."
"happiness","@dannywood Good morning Dan! It's my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!"
"happiness","@dannywood Good Morning! Hope that you enjoy your run &amp; gym workout this morning. Can't wait to hear some of your new songs.   &lt;3Pennie"
"happiness","@dannywood lol good morning!  Ran 4 milles &amp; hit the gym?  Have a great day!!!"
"happiness","@dannywood ran 5 miles, went to the gym &amp; woke up Ur great kids....dependable Danny  hope it has been great already"
"happiness","@danosphere It's a beautiful MN day, but I'm stuck inside playing Zelda.  I've gotta play at least 10 hrs. today."
"happiness","@danslevin You're welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it"
"happiness","@DanWarp &quot;Shut Up&quot; was the line removed from the locker scene! I bet I could recite that speech easily! Dare me?!?!"
"happiness","@DaRealSunisaKim There's ding tai Fung here in Sydney aswell...  making me want dumplings..."
"happiness","@DarenYeow Oh wow they are really good  I think Im going to use one of them lol."
"happiness","@Darke_Ascension Hope it's a great one for ya  http://myloc.me/tvD"
"happiness","@darklord1  Ohh what fun! A night at Slimes, I miss that place!"
"happiness","@darrendoyle Oh I had lots put on my desk during those years  I guess if they've done it to you then it would be ok to do it back lol"
"happiness","@DarryleP Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!"
"happiness","@darrynstorm hey hey..i'm only finishing on the 10th of june"
"happiness","@datadirt hahah  okay then thanks for this short explanation ;)"
"happiness","@davechapman A new baby? How exciting  Congrats in advance"
"happiness","@davedays GAH! I got some of your songs off itunes  I'm so happy! They're SO AWESOME!!! keep it up!"
"happiness","@davedays i heard one of your songs, and you have an amazing voice  i was stunned"
"happiness","@DaveDuarte I can remember those Evidence Based Management lectures...definitely the best of EBM"
"happiness","@DaveJMatthews concert tonight at fenwayyy! hopefully the rain stops"
"happiness","@David_Henrie hahaha. you make me laugh."
"happiness","@david_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!"
"happiness","@David_N_Wilson C'mon, I like the superpower explanation better! LOL"
"happiness","@DavidArchie  AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick, David"
"happiness","@DavidArchie Haha same!!! But its gonna be awhile til it comes to sweden i think..."
"happiness","@DavidArchie Hey David, I'm wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!"
"happiness","@DavidArchie I'm watching some of your videos in YouTube. You're funny David.  Oh and TALENTED of course!"
"happiness","@DavidArchie I tweet sooo much about you. Gahd.  Hahaha!"
"happiness","@DavidArchie OK David, talk later  Have a great dayyyy ay ay ay ay"
"happiness","@DavidArchie See you on may 16!!"
"happiness","@DavidArchie Shoping till you drop david..haha..enjoy your day"
"happiness","@davidjosman, a 74 is not &quot;quite alright&quot;!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries."
"happiness","@davorkapozgan CongratulationS. Great funky site! U did it waaw"
"happiness","@Dayteed cool! Linux?"
"happiness","@dayv79 haha I just playing"
"happiness","@dbgrady lol that was a great movie"
"happiness","@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!"
"happiness","@ddlovato hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha"
"happiness","@ddlovato i wish i was there! but i live in holland ): but i'm going to see you in paris"
"happiness","@ddlovato miss chatting with you"
"happiness","@ddlovato Your second episode of Sonny WAC was on in New Zealand tonight. You were (and still are) AMAZING! ily  xx"
"happiness","@dduane *waves back* Have a good day"
"happiness","@Ddubs_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW &amp; looking at THE PICTURE! lol Happy Bday! &lt;3"
"happiness","@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D"
"happiness","@deanomarr Italy or greece for me  Love Italian men hehe ;)"
"happiness","@deauxboi LOL...he was cool! shoooooot..."
"happiness","@DebPenner Deb,, I am looking forward to exploring simple=ology/Mark Joyner.  I'll be back in about 10 hours."
"happiness","@Deejai Nice to meet you toooo  Good to know another one of my followers ACTUALLY speak!"
"happiness","@DeepaPrabhu Thanks and thanks"
"happiness","@deiu you guys are moving to LA?! Why so far? But we shall make a castle before you leave!"
"happiness","@dejam88. Well gotdamn girl!!! I dont know what else!!!!  I'm sleepy again! Grrr"
"happiness","@DelbertShoopman Good luck with the footage - none of the stations are breaking in live with it"
"happiness","@denisev3 it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6"
"happiness","@Desert_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!"
"happiness","@designbreaker Nothing, stayed home"
"happiness","@DesiznTech thanks  glad you like it"
"happiness","@destroytoday hahah I'll try"
"happiness","@detrick Hey! So glad it's Friday but not happy that I just ate a bad apple"
"happiness","@deversum good morning Hazel  caffeine-shot?"
"happiness","@DEWz_PingPong Awww I'm teaching my son (when I have one) those manners!  Too many boys are lacking those!"
"happiness","@dg4G ha! nice.    that's about all the german you're gonna get from me.  after that, it's just counting and jibberish."
"happiness","@DH_Photography Good Morning! Hope you have a great day!!"
"happiness","@Dhanraj1974 good luck with you finals!!!"
"happiness","@dhughesy safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one"
"happiness","@DHughesy you should so host the next logies, i only laughed at your bit really"
"happiness","@DiamondBlue hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em"
"happiness","@DianaRay1 I KNOW I'm so excited for them!"
"happiness","@DianneMR I like that!"
"happiness","@DickieA @chrisjlovell it's true!  @chrisjlovell have u downloaded the tweetdeck yet? it is literally amazing  xxx"
"happiness","@digital_geisha @savasavasava  For reals. It's lovely being around someone so refreshingly analog in his interests"
"happiness","@dimples_03 He'll know Tupac lyrics too!"
"happiness","@DirtyDizco Maaan if I wasnt in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*"
"happiness","@DirtyRose17  told you, you would sweep haha :-p"
"happiness","@DiscoStarChild hahaha n I'm a do the same for u"
"happiness","@DjChino102Jamz  I just got through doing my work now I can take the whole day off, its great being your own boss"
"happiness","@DJClicheDarknes I haven't had a good homemade flour tortilla in ages."
"happiness","@djinfrared Sounds pretty cool. Great job man!"
"happiness","@djnvs LoL! there u go..that's the spirit haha"
"happiness","@dmaul53854 yus! :3 he was really nice"
"happiness","@Doc_the_BigMan hey! Ive never caught enyone on live before!"
"happiness","@Doctor_Death Well I'm impressed with your technical skillz"
"happiness","@Dog_EaredPages Yay!  I can't wait to come in the bookstore and gets some new books"
"happiness","@dolliesierra Awwh....well at least you are up top, where the magic happens!  Today will be a good day, no worries."
"happiness","@DomSoFresh bl MUTHAFUCKIN ah!  I win!"
"happiness","@donatoclassic me too"
"happiness","@DonGeronimo dear michael sorce, you crack me up! sincerely, me"
"happiness","@DonMcAllister  Now I need to find the Keynote one! At least I know where to go! #ScreenCastsOnline"
"happiness","@DonniesCupcake i bet they will be great bags! Can't wait!"
"happiness","@DonnieWahlberg  &quot;donnie rocks&quot; if u could only here it my 2year old runs around every where sayin &quot;donnie rocks&quot;"
"happiness","@DonnieWahlberg In Toronto  waiting for YOU!!! 48 days to go!"
"happiness","@DonnieWahlberg sounds like you all had a great night . i'm glad it was successful"
"happiness","@donnyeffrien good to know PLN's Earthday doesn't only happen in my neck of the woods"
